Time da Casa,Time Visitante,Gols da Casa,Gols Visitante
Chelsea,AC Milan,4,4
Borussia Dortmund,Manchester United,1,1
Atlético de Madrid,RB Leipzig,0,1
Real Madrid,Napoli,2,2
Chelsea,Juventus,2,3
Real Madrid,Chelsea,4,1
Atlético de Madrid,Liverpool,4,5
Inter Milan,Lyon,0,3
Manchester United,Paris Saint-Germain,0,5
Juventus,Real Madrid,5,3
Tottenham Hotspur,RB Leipzig,3,2
Liverpool,RB Leipzig,2,5
Real Madrid,Napoli,4,1
Napoli,Arsenal,5,5
RB Leipzig,Atlético de Madrid,4,4
Liverpool,Paris Saint-Germain,4,0
Inter Milan,Napoli,5,5
Paris Saint-Germain,Borussia Dortmund,0,1
Sevilla,Paris Saint-Germain,5,5
Inter Milan,AC Milan,2,0
Bayern Munich,Manchester City,1,4
AC Milan,RB Leipzig,4,2
RB Leipzig,Borussia Dortmund,4,0
Barcelona,Manchester United,2,4
Atlético de Madrid,Sevilla,2,0
Arsenal,Bayern Munich,2,1
Atlético de Madrid,Inter Milan,3,0
Sevilla,Juventus,1,3
Tottenham Hotspur,Borussia Dortmund,5,5
Paris Saint-Germain,Arsenal,4,1
Arsenal,Real Madrid,1,1
Arsenal,Liverpool,1,1
AC Milan,Paris Saint-Germain,3,4
AC Milan,Manchester City,0,2
Manchester United,Paris Saint-Germain,4,1
Arsenal,RB Leipzig,1,1
Paris Saint-Germain,Real Madrid,3,5
Atlético de Madrid,Sevilla,5,1
Napoli,Benfica,4,1
Tottenham Hotspur,Bayern Munich,4,5
Sevilla,Paris Saint-Germain,0,0
Barcelona,Borussia Dortmund,0,1
Atlético de Madrid,Napoli,5,4
Tottenham Hotspur,Manchester United,2,0
Liverpool,Inter Milan,5,5
Borussia Dortmund,Barcelona,4,1
Benfica,Sevilla,1,2
Sevilla,Liverpool,5,2
Tottenham Hotspur,Liverpool,0,1
Real Madrid,Lyon,5,5
Benfica,Chelsea,4,4
Napoli,Sevilla,4,3
Manchester United,Inter Milan,0,2
Barcelona,AC Milan,5,1
Real Madrid,Napoli,1,5
AC Milan,Arsenal,2,3
Atlético de Madrid,Manchester United,3,2
Real Madrid,Bayern Munich,5,1
Sevilla,RB Leipzig,5,0
Paris Saint-Germain,Arsenal,5,1
Atlético de Madrid,Borussia Dortmund,2,1
Arsenal,Paris Saint-Germain,4,1
Bayern Munich,Manchester City,0,5
Atlético de Madrid,Real Madrid,4,4
Benfica,Napoli,5,4
Liverpool,Sevilla,4,3
Atlético de Madrid,Barcelona,5,4
Borussia Dortmund,Chelsea,2,3
Real Madrid,Manchester City,0,3
Benfica,Inter Milan,2,2
Atlético de Madrid,AC Milan,3,0
Chelsea,Inter Milan,4,3
Chelsea,Juventus,2,5
Bayern Munich,Paris Saint-Germain,4,2
Inter Milan,Liverpool,3,0
Manchester United,Inter Milan,5,5
Lyon,Paris Saint-Germain,4,5
Paris Saint-Germain,Napoli,5,3
Bayern Munich,Manchester City,0,0
AC Milan,Tottenham Hotspur,5,2
Lyon,Liverpool,4,3
Barcelona,Arsenal,1,5
Barcelona,Juventus,5,3
Sevilla,Chelsea,0,2
Lyon,Chelsea,3,1
Lyon,Sevilla,1,0
Inter Milan,Real Madrid,2,3
Sevilla,RB Leipzig,2,1
Atlético de Madrid,Manchester City,1,0
Atlético de Madrid,Paris Saint-Germain,5,4
Arsenal,Chelsea,4,4
Inter Milan,AC Milan,4,0
Chelsea,Bayern Munich,1,3
Barcelona,AC Milan,4,5
Borussia Dortmund,RB Leipzig,0,2
Tottenham Hotspur,Manchester City,3,2
Chelsea,Arsenal,0,3
Napoli,Juventus,3,3
Real Madrid,Atlético de Madrid,3,1
Barcelona,Arsenal,4,0
Real Madrid,Juventus,2,1
Benfica,Barcelona,0,3
Chelsea,Manchester United,3,1
Benfica,Atlético de Madrid,0,1
Real Madrid,Chelsea,1,2
Bayern Munich,Napoli,4,1
Bayern Munich,Juventus,0,3
Sevilla,Inter Milan,5,5
Arsenal,Benfica,4,4
Tottenham Hotspur,Manchester City,3,2
Real Madrid,Paris Saint-Germain,1,1
Arsenal,Lyon,5,0
Barcelona,Juventus,3,5
Inter Milan,Paris Saint-Germain,2,3
Tottenham Hotspur,Juventus,2,4
Inter Milan,Lyon,3,2
Napoli,RB Leipzig,5,5
Paris Saint-Germain,Atlético de Madrid,1,1
AC Milan,Borussia Dortmund,1,5
Manchester City,Liverpool,0,4
Atlético de Madrid,Borussia Dortmund,5,0
Chelsea,Liverpool,3,4
Inter Milan,Sevilla,4,2
Sevilla,Benfica,1,5
Bayern Munich,Manchester City,0,5
Inter Milan,Chelsea,3,4
RB Leipzig,Paris Saint-Germain,2,3
Atlético de Madrid,Chelsea,1,4
AC Milan,Inter Milan,0,4
Real Madrid,Borussia Dortmund,1,1
Manchester United,Tottenham Hotspur,4,5
Manchester United,Manchester City,3,4
Real Madrid,Tottenham Hotspur,4,0
Tottenham Hotspur,AC Milan,1,0
Lyon,Atlético de Madrid,4,1
AC Milan,Chelsea,0,3
Juventus,Atlético de Madrid,3,4
Tottenham Hotspur,RB Leipzig,2,3
RB Leipzig,Real Madrid,5,2
Inter Milan,Chelsea,4,3
Barcelona,Sevilla,4,1
Tottenham Hotspur,Barcelona,5,2
Real Madrid,Inter Milan,2,0
Napoli,Barcelona,4,3
Arsenal,Sevilla,0,5
Tottenham Hotspur,Napoli,0,3
Inter Milan,Borussia Dortmund,0,5
Juventus,Manchester United,4,2
Bayern Munich,Tottenham Hotspur,4,3
Paris Saint-Germain,Real Madrid,2,4
Liverpool,Borussia Dortmund,0,4
Bayern Munich,Liverpool,1,0
Juventus,Bayern Munich,4,5
Lyon,Barcelona,4,1
Atlético de Madrid,Borussia Dortmund,2,5
Bayern Munich,Borussia Dortmund,1,0
Paris Saint-Germain,Barcelona,0,0
Liverpool,Tottenham Hotspur,2,5
Paris Saint-Germain,Napoli,3,5
Benfica,Inter Milan,0,2
Arsenal,Lyon,3,2
Juventus,RB Leipzig,2,0
AC Milan,Juventus,3,0
Benfica,Bayern Munich,0,1
RB Leipzig,Arsenal,1,5
Atlético de Madrid,Sevilla,2,5
Manchester City,RB Leipzig,5,5
Juventus,Bayern Munich,1,3
AC Milan,Bayern Munich,0,4
Chelsea,Tottenham Hotspur,5,4
Lyon,Sevilla,0,3
Inter Milan,Napoli,1,1
Barcelona,Borussia Dortmund,0,2
AC Milan,Lyon,4,4
Chelsea,Manchester City,0,4
Napoli,Borussia Dortmund,2,1
Borussia Dortmund,Barcelona,3,4
Manchester United,Bayern Munich,4,4
Liverpool,Bayern Munich,5,0
Inter Milan,Liverpool,3,1
Manchester United,Chelsea,3,0
Borussia Dortmund,Manchester City,2,5
Real Madrid,Paris Saint-Germain,0,4
Inter Milan,Arsenal,0,3
Inter Milan,Benfica,2,0
Paris Saint-Germain,Juventus,2,4
Manchester United,Manchester City,2,1
Manchester United,Napoli,0,2
Benfica,Real Madrid,3,0
Paris Saint-Germain,Inter Milan,5,1
Napoli,AC Milan,1,3
Napoli,AC Milan,3,0
Juventus,Tottenham Hotspur,5,4
Paris Saint-Germain,Napoli,1,5
Napoli,Tottenham Hotspur,1,2
Chelsea,Juventus,4,4
Barcelona,Manchester United,1,2
Juventus,Barcelona,5,1
Juventus,Benfica,5,1
Manchester United,Lyon,4,0
Inter Milan,Juventus,2,0
Napoli,Liverpool,1,4
RB Leipzig,Atlético de Madrid,1,2
Inter Milan,Liverpool,4,2
Borussia Dortmund,Sevilla,0,2
Paris Saint-Germain,AC Milan,2,1
RB Leipzig,Benfica,4,0
Tottenham Hotspur,Liverpool,2,0
Paris Saint-Germain,Sevilla,0,4
Bayern Munich,Inter Milan,2,4
Bayern Munich,Chelsea,5,0
Lyon,Liverpool,4,2
Barcelona,Atlético de Madrid,1,3
Sevilla,Napoli,2,1
Barcelona,Benfica,1,0
Manchester United,RB Leipzig,5,0
Manchester United,AC Milan,4,0
Chelsea,Paris Saint-Germain,2,4
Napoli,Real Madrid,0,4
Borussia Dortmund,Tottenham Hotspur,4,1
Arsenal,Manchester City,2,5
Manchester United,Napoli,3,3
Manchester City,Borussia Dortmund,0,1
Juventus,Barcelona,1,0
Liverpool,Barcelona,1,2
Barcelona,Liverpool,5,1
Atlético de Madrid,Borussia Dortmund,4,5
Bayern Munich,Napoli,5,4
RB Leipzig,Juventus,3,1
Benfica,RB Leipzig,4,4
Sevilla,Manchester United,3,2
Napoli,AC Milan,0,4
AC Milan,Paris Saint-Germain,4,1
Benfica,Manchester United,5,5
Benfica,Tottenham Hotspur,0,2
Inter Milan,Bayern Munich,0,0
Napoli,Manchester City,5,4
Manchester United,Liverpool,5,0
Napoli,Chelsea,5,4
Bayern Munich,RB Leipzig,3,5
Manchester United,Arsenal,2,0
Lyon,Chelsea,5,5
Bayern Munich,RB Leipzig,2,1
Inter Milan,Benfica,3,5
Arsenal,Chelsea,2,5
Bayern Munich,Tottenham Hotspur,4,1
Liverpool,Borussia Dortmund,2,2
Atlético de Madrid,Borussia Dortmund,1,5
Bayern Munich,Napoli,2,1
Tottenham Hotspur,Juventus,4,5
RB Leipzig,Sevilla,5,3
Bayern Munich,Benfica,2,4
AC Milan,Barcelona,1,5
Bayern Munich,Real Madrid,4,1
Lyon,Chelsea,2,1
Benfica,Bayern Munich,0,5
Borussia Dortmund,Lyon,4,1
Benfica,Manchester United,5,2
Liverpool,Arsenal,2,2
Inter Milan,Lyon,3,4
AC Milan,Arsenal,5,3
AC Milan,RB Leipzig,2,1
Atlético de Madrid,Chelsea,0,2
Barcelona,Liverpool,2,0
Paris Saint-Germain,Atlético de Madrid,2,3
Manchester City,Inter Milan,2,2
Arsenal,Chelsea,0,4
Liverpool,Manchester City,0,4
Atlético de Madrid,AC Milan,5,4
Atlético de Madrid,Napoli,1,2
Juventus,Benfica,0,3
Paris Saint-Germain,Juventus,3,2
Bayern Munich,Sevilla,4,0
Tottenham Hotspur,Manchester United,2,1
AC Milan,Liverpool,5,3
Real Madrid,Paris Saint-Germain,0,4
Atlético de Madrid,Bayern Munich,1,2
Real Madrid,Sevilla,2,1
Borussia Dortmund,RB Leipzig,3,5
Manchester City,Bayern Munich,4,0
Juventus,Manchester City,3,3
Real Madrid,Paris Saint-Germain,5,2
Real Madrid,Barcelona,1,0
Napoli,Liverpool,2,4
AC Milan,Manchester United,3,4
Paris Saint-Germain,AC Milan,1,5
Lyon,Real Madrid,3,2
Chelsea,Paris Saint-Germain,0,5
Barcelona,Borussia Dortmund,1,2
Benfica,Tottenham Hotspur,3,3
Tottenham Hotspur,Arsenal,1,4
AC Milan,Juventus,3,5
Liverpool,Benfica,5,5
Arsenal,Chelsea,0,4
Tottenham Hotspur,Barcelona,5,3
Napoli,Tottenham Hotspur,4,4
RB Leipzig,Borussia Dortmund,5,0
Paris Saint-Germain,Manchester United,2,2
Inter Milan,Chelsea,5,1
Inter Milan,Lyon,4,2
Lyon,Borussia Dortmund,2,3
Benfica,RB Leipzig,1,2
Lyon,Paris Saint-Germain,4,5
Chelsea,Liverpool,2,4
Chelsea,Inter Milan,0,1
AC Milan,Manchester City,4,5
Inter Milan,Tottenham Hotspur,2,3
Paris Saint-Germain,Arsenal,5,2
Inter Milan,Paris Saint-Germain,4,0
Juventus,Atlético de Madrid,4,0
Manchester City,Manchester United,3,4
Tottenham Hotspur,Paris Saint-Germain,4,4
Tottenham Hotspur,Manchester United,5,3
Atlético de Madrid,Chelsea,1,3
Manchester City,Napoli,5,3
Chelsea,Borussia Dortmund,5,5
Chelsea,Arsenal,0,3
Manchester United,Paris Saint-Germain,0,4
Real Madrid,Bayern Munich,0,0
Borussia Dortmund,Real Madrid,3,2
Atlético de Madrid,Chelsea,2,5
Real Madrid,RB Leipzig,4,2
AC Milan,Lyon,3,0
Tottenham Hotspur,Paris Saint-Germain,0,5
Borussia Dortmund,Real Madrid,5,0
Manchester United,Manchester City,2,0
Juventus,Real Madrid,3,4
Paris Saint-Germain,Inter Milan,1,4
Borussia Dortmund,Chelsea,4,3
Atlético de Madrid,Real Madrid,5,4
Chelsea,Real Madrid,3,4
Paris Saint-Germain,Lyon,5,3
Real Madrid,Sevilla,0,5
Tottenham Hotspur,Bayern Munich,2,4
Manchester City,Napoli,2,5
Liverpool,Inter Milan,5,3
Tottenham Hotspur,Borussia Dortmund,1,4
Borussia Dortmund,Barcelona,2,0
Bayern Munich,Tottenham Hotspur,1,0
Juventus,Arsenal,0,5
Napoli,Bayern Munich,0,5
Atlético de Madrid,Borussia Dortmund,3,1
Lyon,Juventus,2,1
Lyon,Barcelona,5,1
Manchester United,Bayern Munich,5,5
Benfica,Juventus,0,0
Bayern Munich,Lyon,5,0
Real Madrid,Inter Milan,3,5
Liverpool,Juventus,3,4
Manchester City,Chelsea,0,1
Benfica,Juventus,5,5
RB Leipzig,Borussia Dortmund,2,4
Benfica,Arsenal,0,2
Real Madrid,Bayern Munich,2,3
Liverpool,Manchester City,4,0
Benfica,Sevilla,4,1
Benfica,Inter Milan,3,1
Arsenal,Manchester United,0,1
RB Leipzig,Liverpool,3,3
AC Milan,Manchester City,5,5
Napoli,Barcelona,4,4
Atlético de Madrid,Paris Saint-Germain,2,0
RB Leipzig,Napoli,5,3
Inter Milan,Atlético de Madrid,4,1
Napoli,RB Leipzig,0,4
Lyon,Chelsea,5,4
Juventus,Manchester City,3,4
Paris Saint-Germain,Manchester United,0,1
RB Leipzig,Arsenal,1,2
Atlético de Madrid,Inter Milan,5,0
Napoli,Bayern Munich,4,5
RB Leipzig,Borussia Dortmund,4,3
Manchester United,Atlético de Madrid,0,1
Atlético de Madrid,Bayern Munich,1,0
Chelsea,Barcelona,1,0
RB Leipzig,Tottenham Hotspur,5,3
Chelsea,RB Leipzig,2,5
Atlético de Madrid,Napoli,3,3
Paris Saint-Germain,Juventus,0,0
Atlético de Madrid,Manchester United,3,1
Liverpool,Inter Milan,2,1
Barcelona,Liverpool,1,0
Sevilla,Atlético de Madrid,3,3
Atlético de Madrid,Manchester United,5,5
Inter Milan,Manchester City,2,2
Borussia Dortmund,Manchester City,1,1
RB Leipzig,Atlético de Madrid,4,5
Liverpool,RB Leipzig,5,2
Liverpool,Arsenal,4,5
Sevilla,Arsenal,1,1
Atlético de Madrid,AC Milan,0,1
Sevilla,Borussia Dortmund,1,2
Napoli,Barcelona,4,4
Atlético de Madrid,Liverpool,5,3
Manchester City,Barcelona,4,1
Atlético de Madrid,RB Leipzig,0,1
Chelsea,Manchester United,4,5
Lyon,Tottenham Hotspur,1,5
Borussia Dortmund,Barcelona,1,5
AC Milan,Benfica,0,1
Chelsea,Juventus,3,4
Sevilla,Manchester United,4,0
Napoli,Lyon,5,5
Liverpool,Manchester United,5,1
Manchester United,Atlético de Madrid,4,4
Tottenham Hotspur,Sevilla,1,0
Bayern Munich,Juventus,2,1
Manchester United,Chelsea,0,2
AC Milan,Paris Saint-Germain,2,4
Juventus,Napoli,5,4
Lyon,Juventus,3,1
Arsenal,Lyon,4,0
Real Madrid,Lyon,3,0
Arsenal,Liverpool,2,4
Manchester United,Manchester City,5,3
Inter Milan,Real Madrid,2,1
AC Milan,Lyon,2,4
Manchester United,Bayern Munich,1,4
RB Leipzig,Real Madrid,2,2
Lyon,Sevilla,0,3
Napoli,Chelsea,4,1
Real Madrid,Paris Saint-Germain,1,2
Real Madrid,Barcelona,3,0
Sevilla,Juventus,0,1
Arsenal,Liverpool,0,0
Sevilla,Barcelona,1,1
Juventus,Barcelona,3,2
Arsenal,Inter Milan,3,5
Manchester City,Inter Milan,1,0
RB Leipzig,Juventus,3,5
Tottenham Hotspur,Paris Saint-Germain,0,1
Inter Milan,Borussia Dortmund,4,2
Manchester City,Liverpool,3,2
Inter Milan,AC Milan,0,5
Arsenal,Benfica,2,0
Borussia Dortmund,Real Madrid,3,4
Atlético de Madrid,Sevilla,0,0
Borussia Dortmund,Barcelona,2,2
Sevilla,Bayern Munich,1,1
Bayern Munich,Napoli,5,3
Paris Saint-Germain,AC Milan,1,5
Barcelona,Borussia Dortmund,1,2
AC Milan,Liverpool,2,0
Atlético de Madrid,Juventus,1,1
Napoli,RB Leipzig,0,5
Real Madrid,Liverpool,0,5
Arsenal,Atlético de Madrid,5,1
Barcelona,RB Leipzig,4,1
AC Milan,Juventus,3,2
Chelsea,Benfica,2,3
Borussia Dortmund,Napoli,0,3
RB Leipzig,Liverpool,5,5
Barcelona,Atlético de Madrid,1,4
Manchester City,Sevilla,3,4
Juventus,Barcelona,5,3
Tottenham Hotspur,Manchester United,0,0
Bayern Munich,Liverpool,0,1
Atlético de Madrid,Tottenham Hotspur,2,0
AC Milan,Bayern Munich,1,3
Liverpool,Benfica,3,5
Tottenham Hotspur,Paris Saint-Germain,3,5
Inter Milan,Barcelona,3,0
Tottenham Hotspur,Manchester United,1,3
Liverpool,Real Madrid,1,2
Lyon,Napoli,5,4
Barcelona,Tottenham Hotspur,3,2
AC Milan,Arsenal,2,2
RB Leipzig,Manchester City,1,4
Barcelona,RB Leipzig,2,5
RB Leipzig,Benfica,5,0
Lyon,Tottenham Hotspur,0,3
AC Milan,Benfica,4,2
RB Leipzig,Borussia Dortmund,5,5
Sevilla,Tottenham Hotspur,3,5
RB Leipzig,Bayern Munich,1,1
Real Madrid,Inter Milan,2,1
Chelsea,Manchester United,1,1
Inter Milan,Arsenal,3,0
Barcelona,Lyon,3,5
Napoli,Bayern Munich,3,2
Sevilla,Liverpool,3,1
Arsenal,Sevilla,1,4
Liverpool,Paris Saint-Germain,5,3
Sevilla,Lyon,4,5
Arsenal,Lyon,2,5
AC Milan,Benfica,2,5
Sevilla,Manchester City,5,3
RB Leipzig,Liverpool,0,5
Bayern Munich,AC Milan,3,3
Lyon,Chelsea,2,1
AC Milan,Liverpool,2,0
Manchester City,Bayern Munich,1,2
Manchester United,Manchester City,4,3
AC Milan,Atlético de Madrid,3,1
Bayern Munich,Liverpool,1,5
Lyon,Inter Milan,1,3
Manchester City,Napoli,5,1
Manchester City,Juventus,3,3
Napoli,Sevilla,2,2
Chelsea,Real Madrid,5,0
RB Leipzig,Chelsea,5,2
Chelsea,Manchester United,0,3
Manchester City,Lyon,4,5
Tottenham Hotspur,Bayern Munich,1,4
Napoli,Borussia Dortmund,5,5
Liverpool,Benfica,2,4
Bayern Munich,Inter Milan,2,2
Real Madrid,Inter Milan,1,0
Tottenham Hotspur,AC Milan,2,5
Manchester United,Tottenham Hotspur,2,2
Paris Saint-Germain,Bayern Munich,4,0
Atlético de Madrid,Sevilla,3,1
Manchester City,Chelsea,2,4
Tottenham Hotspur,Atlético de Madrid,4,4
Manchester City,Liverpool,5,2
Bayern Munich,Real Madrid,2,3
Juventus,Barcelona,2,0
RB Leipzig,Inter Milan,0,5
Real Madrid,RB Leipzig,1,0
Chelsea,Paris Saint-Germain,1,4
Manchester City,Napoli,4,5
Benfica,Lyon,4,4
Borussia Dortmund,Lyon,0,4
Lyon,Arsenal,0,4
Arsenal,Manchester United,2,3
Paris Saint-Germain,AC Milan,1,2
Borussia Dortmund,Manchester United,4,3
Real Madrid,Inter Milan,2,3
Borussia Dortmund,Liverpool,0,5
Juventus,Lyon,4,3
Real Madrid,AC Milan,2,0
Manchester City,Liverpool,1,2
Atlético de Madrid,Paris Saint-Germain,4,3
Inter Milan,Borussia Dortmund,1,4
Lyon,Inter Milan,4,0
Tottenham Hotspur,Real Madrid,4,3
Lyon,Paris Saint-Germain,4,4
Atlético de Madrid,Bayern Munich,3,5
Napoli,Atlético de Madrid,2,3
Arsenal,Paris Saint-Germain,3,0
Atlético de Madrid,Real Madrid,0,5
Borussia Dortmund,RB Leipzig,5,3
Manchester United,Bayern Munich,3,3
Barcelona,Sevilla,0,5
Lyon,Manchester United,3,1
Atlético de Madrid,Liverpool,0,2
Arsenal,Manchester United,0,4
Real Madrid,Sevilla,2,2
Sevilla,Manchester City,3,0
RB Leipzig,Inter Milan,3,0
Borussia Dortmund,Lyon,5,0
Napoli,Lyon,1,3
Chelsea,Bayern Munich,4,1
Borussia Dortmund,Real Madrid,0,3
Paris Saint-Germain,Juventus,1,3
Sevilla,Paris Saint-Germain,5,2
AC Milan,Liverpool,0,4
Lyon,Napoli,3,1
Arsenal,Sevilla,2,3
Barcelona,Tottenham Hotspur,5,1
Bayern Munich,Juventus,3,5
Lyon,Real Madrid,4,2
Bayern Munich,Liverpool,0,3
Sevilla,Bayern Munich,4,0
Atlético de Madrid,Real Madrid,3,1
Barcelona,Manchester United,5,2
RB Leipzig,Manchester City,5,4
Chelsea,Inter Milan,3,4
Borussia Dortmund,Real Madrid,0,5
Arsenal,Atlético de Madrid,2,3
Borussia Dortmund,AC Milan,0,3
Manchester City,Barcelona,0,2
Chelsea,Juventus,2,3
RB Leipzig,Paris Saint-Germain,5,5
Barcelona,Chelsea,0,1
Barcelona,Bayern Munich,3,1
Inter Milan,Borussia Dortmund,3,2
Borussia Dortmund,Real Madrid,1,3
Borussia Dortmund,Atlético de Madrid,3,4
Atlético de Madrid,Arsenal,1,1
Borussia Dortmund,Atlético de Madrid,3,2
Barcelona,Real Madrid,4,0
Sevilla,Lyon,4,4
Inter Milan,Napoli,5,4
Bayern Munich,Lyon,0,5
Real Madrid,AC Milan,3,4
Sevilla,Atlético de Madrid,3,0
Lyon,Tottenham Hotspur,0,5
Paris Saint-Germain,Lyon,1,4
Paris Saint-Germain,Chelsea,2,5
Juventus,Chelsea,0,5
Juventus,Real Madrid,5,3
Manchester City,AC Milan,1,4
RB Leipzig,Juventus,3,3
Bayern Munich,Real Madrid,2,1
Borussia Dortmund,Manchester City,1,0
Lyon,Chelsea,4,3
Bayern Munich,Arsenal,5,4
Atlético de Madrid,Real Madrid,4,3
Manchester United,Lyon,5,4
AC Milan,Tottenham Hotspur,5,3
Paris Saint-Germain,Atlético de Madrid,0,2
Tottenham Hotspur,Juventus,5,0
Chelsea,Sevilla,4,1
Atlético de Madrid,Manchester United,3,4
Sevilla,Benfica,4,5
Juventus,Liverpool,2,1
Chelsea,Borussia Dortmund,4,2
Arsenal,Chelsea,0,4
RB Leipzig,Lyon,4,3
AC Milan,Atlético de Madrid,1,1
Atlético de Madrid,Liverpool,0,4
Bayern Munich,Atlético de Madrid,5,4
AC Milan,Benfica,0,5
Paris Saint-Germain,Borussia Dortmund,0,1
Chelsea,AC Milan,5,2
Sevilla,Real Madrid,3,3
Tottenham Hotspur,Juventus,3,2
AC Milan,RB Leipzig,4,5
Lyon,Manchester United,2,4
Juventus,Tottenham Hotspur,1,4
Juventus,Manchester City,0,2
Napoli,Juventus,2,3
Inter Milan,Manchester United,0,0
Chelsea,Arsenal,0,4
Juventus,Borussia Dortmund,4,2
Paris Saint-Germain,Manchester City,5,2
Chelsea,Liverpool,5,5
Manchester City,Real Madrid,5,4
AC Milan,Tottenham Hotspur,5,5
Tottenham Hotspur,Atlético de Madrid,4,3
Benfica,Manchester City,0,2
Manchester City,Bayern Munich,5,3
RB Leipzig,Chelsea,0,2
RB Leipzig,AC Milan,0,2
Lyon,Chelsea,2,1
Manchester United,Manchester City,1,0
Atlético de Madrid,Barcelona,2,5
Paris Saint-Germain,RB Leipzig,1,2
AC Milan,Inter Milan,0,2
Benfica,Inter Milan,4,4
Benfica,Arsenal,3,5
Arsenal,Bayern Munich,0,3
Manchester City,Liverpool,2,2
Benfica,Barcelona,4,4
Manchester City,Arsenal,5,5
Liverpool,Napoli,1,5
Inter Milan,Barcelona,0,1
AC Milan,Atlético de Madrid,1,0
AC Milan,Manchester United,1,0
Tottenham Hotspur,Chelsea,0,4
Liverpool,Benfica,3,0
Napoli,Barcelona,5,5
Manchester City,Lyon,3,5
Paris Saint-Germain,Manchester City,3,4
Sevilla,Barcelona,3,4
Inter Milan,Atlético de Madrid,0,4
Juventus,Barcelona,3,2
Barcelona,Inter Milan,2,5
Tottenham Hotspur,Napoli,2,4
Paris Saint-Germain,Juventus,2,4
Tottenham Hotspur,Napoli,4,4
Inter Milan,Atlético de Madrid,5,4
Juventus,Lyon,2,5
Barcelona,Juventus,5,2
Chelsea,Liverpool,5,3
Manchester City,Paris Saint-Germain,2,0
Napoli,RB Leipzig,5,3
Bayern Munich,Atlético de Madrid,4,0
Sevilla,Napoli,2,3
Barcelona,Bayern Munich,2,5
Sevilla,AC Milan,3,4
Atlético de Madrid,Napoli,4,1
Juventus,Bayern Munich,0,3
Paris Saint-Germain,Liverpool,3,2
Paris Saint-Germain,Chelsea,1,1
Chelsea,Napoli,0,1
Sevilla,Atlético de Madrid,4,5
Lyon,Paris Saint-Germain,0,0
Napoli,Benfica,4,3
Manchester United,Atlético de Madrid,5,0
Juventus,Chelsea,0,2
Paris Saint-Germain,Sevilla,5,4
Inter Milan,Liverpool,4,4
Lyon,Borussia Dortmund,5,0
Sevilla,Juventus,0,1
Inter Milan,Real Madrid,3,4
AC Milan,Borussia Dortmund,2,2
Liverpool,Inter Milan,1,0
Barcelona,Manchester City,4,2
Napoli,Manchester United,4,3
Atlético de Madrid,Paris Saint-Germain,3,1
Juventus,Lyon,4,5
Benfica,Barcelona,0,3
Barcelona,Manchester City,1,0
Barcelona,Manchester United,4,1
Liverpool,Barcelona,1,3
Inter Milan,Atlético de Madrid,2,5
Napoli,Manchester United,4,4
Chelsea,Paris Saint-Germain,5,4
Barcelona,Paris Saint-Germain,1,2
Manchester United,Sevilla,2,4
Real Madrid,Benfica,5,4
Chelsea,Sevilla,4,1
Bayern Munich,Arsenal,1,5
Liverpool,Borussia Dortmund,0,4
Chelsea,Tottenham Hotspur,3,3
Sevilla,Juventus,5,5
Paris Saint-Germain,Napoli,2,1
Sevilla,Real Madrid,5,5
Manchester United,Sevilla,0,0
Bayern Munich,Juventus,1,0
Napoli,Lyon,5,1
Manchester City,Chelsea,3,3
Arsenal,Juventus,0,0
Manchester United,Barcelona,0,1
Atlético de Madrid,AC Milan,3,5
Manchester United,Sevilla,1,1
Borussia Dortmund,Bayern Munich,3,2
AC Milan,Benfica,0,2
Manchester United,Real Madrid,3,4
Manchester City,Real Madrid,1,3
Atlético de Madrid,Sevilla,2,4
Chelsea,Bayern Munich,2,5
Napoli,Borussia Dortmund,3,3
Paris Saint-Germain,Inter Milan,1,4
Arsenal,Sevilla,1,1
Inter Milan,Borussia Dortmund,2,2
Tottenham Hotspur,Chelsea,0,4
Tottenham Hotspur,Real Madrid,3,5
Chelsea,Liverpool,3,2
Liverpool,Juventus,3,0
AC Milan,Barcelona,2,4
Tottenham Hotspur,Arsenal,1,1
RB Leipzig,Inter Milan,5,5
Sevilla,Tottenham Hotspur,5,1
Liverpool,Inter Milan,3,2
Juventus,RB Leipzig,3,3
Borussia Dortmund,Inter Milan,4,3
Tottenham Hotspur,Napoli,2,3
Inter Milan,Borussia Dortmund,1,0
Chelsea,Liverpool,5,2
Tottenham Hotspur,Napoli,4,3
Sevilla,Real Madrid,2,0
Tottenham Hotspur,Lyon,3,1
Juventus,Paris Saint-Germain,1,0
Inter Milan,Manchester United,1,3
Inter Milan,Benfica,3,1
Manchester City,Inter Milan,2,1
Benfica,Bayern Munich,3,4
Arsenal,Inter Milan,3,4
Tottenham Hotspur,Lyon,1,3
AC Milan,Tottenham Hotspur,5,0
Liverpool,Atlético de Madrid,2,4
Chelsea,Paris Saint-Germain,4,1
Liverpool,Tottenham Hotspur,3,1
Bayern Munich,Lyon,2,5
Paris Saint-Germain,Bayern Munich,4,3
Tottenham Hotspur,Barcelona,5,2
Paris Saint-Germain,Barcelona,1,2
Atlético de Madrid,Napoli,1,1
Atlético de Madrid,AC Milan,1,4
Liverpool,Chelsea,1,5
Lyon,Sevilla,3,2
Liverpool,Chelsea,0,0
Benfica,Arsenal,1,5
Paris Saint-Germain,Atlético de Madrid,0,2
Bayern Munich,Manchester City,4,3
